scena,linia,klucz
121,(pulls his hand free),259
121,Leave me alone.,259
121,MARLA,260
121,You're afraid to say.,260
121,"Marla backs away, closes her eyes, struggling with",260
121,"frustration. She leaves out the back door, not looking back.",260
121,"Jack leans against the wall. After a moment, he opens the",260
121,"basement door, heads downstairs...",260
133,INT. OFFICE - DAY,261
133,"Jack enters. Angel Face reads a book, marks on a chart.",261
133,Space Monkeys shuffle PAPERS and NEWS CLIPPINGS. Walls are,261
133,"lined with FILES, each labeled with a STREET ADDRESS, under",261
133,"SIGNS: ""Mischief,"" ""Disinformation,"" ""Arson.""",261
133,"Jack's eye lingers on ""Arson."" He starts flipping through",261
133,a file. Angel Face comes to take the file from him.,261
133,ANGEL FACE,261
133,That wouldn't interest you.,261
133,JACK,262
133,Where's Tyler?,262
133,ANGEL FACE,262
133,The first rule of Project --,262
133,JACK,263
133,"Right, right.",263
133,"As Angel Face replaces the file, Jack notices -- a LYE-",263
133,BURNED KISS-SCAR on the back of Angel Face's hand.,263
133,EXT. BACK YARD - NIGHT,263
133,"Jack takes a swig of vodka, smokes. In the BACKGROUND, a",263
133,Space Monkey WHACKS an APPLICANT with a BROOM. It's a,263
133,ritual; no words. Other Space Monkeys tend the garden.,263
133,JACK (V.O.),264
133,I'm all alone. I Am Jack's Broken,264
133,Heart.,264
133,"Jack drops his cigarette in the gravel, steps on it. A",264
133,Space Monkey immediately comes to clean it up.,264
133,JACK,265
133,Get away from me!,265
133,MARLA'S VOICE (O.S.),265
133,Who are all these people?,265
133,"Jack turns, sees Marla with an overnight bag.",265
133,JACK,266
133,The Paper Street Soap Company.,266
133,MARLA,267
133,Can I come in?,267
133,JACK,268
133,He's not here.,268
133,MARLA,269
133,What?,269
133,JACK,270
133,He's not here! Tyler's not here,270
133,anymore! He's gone away!,270
133,"Marla stares at Jack, miserable. A tear runs down her",270
133,cheek. She turns and walks away. Jack watches her go.,270
133,"There's a LOUD COMMOTION from the house, VOICES SHOUTING.",270
133,Jack heads to the back door...,270
148,INT. MARLA'S ROOM - SAME,271
148,Marla answers.,271
148,MARLA,272
148,Yeah?,272
148,JACK,273
148,"Marla, it's me. Have we... have we",273
148,ever had sex?,273
148,MARLA,274
148,What kind of stupid question is,274
148,that?!,274
148,JACK,275
148,"Because the answer's ""yes"" or because",275
148,"the answer's ""no?""",275
148,MARLA,276
148,Is this a trick?,276
148,JACK,277
148,"Will you just answer me, for",277
148,Christsake?!,277
148,MARLA,278
148,"You mean, you want to know if I think",278
148,we were just having sex or making,278
148,love?,278
148,JACK,279
148,We did make love?,279
148,MARLA,280
148,Is that what you're calling it?,280
148,JACK,281
148,Answer the question!,281
148,MARLA,282
148,"You fuck me, then snub me. You love",282
148,"me, you hate me. You show me your",282
148,"sensitive side, then you turn into a",282
148,total asshole! Is that a pretty,282
148,accurate description of our,282
148,"relationship, Tyler?",282
148,JACK (V.O.),283
148,We've just lost cabin pressure.,283
148,JACK,284
148,What did you say... ?,284
148,MARLA,285
148,What is wrong with you?,285
148,JACK,286
148,Say my name.,286
148,MARLA,287
148,What... ?,287
148,JACK,288
148,Say my name! What's my name!?,288
148,MARLA,289
148,"Tyler Durden! Tyler Durden, you",289
148,fucking freak. What's going on? I'm,289
148,coming over there...,289
148,JACK,290
148,"Marla, no, wait...",290
148,"As Marla HANGS UP. Jack stares at the receiver, dazed...",290
148,TYLER'S VOICE,290
148,We've got six fight clubs in Chicago,290
148,now...,290
148,"Jack spins, dropping the phone -- TYLER sits beside him.",290
148,TYLER,291
148,Four in Milwaukee.,291
148,JACK,292
148,"What's this all about, Tyler?",292
148,TYLER,293
148,"And, we're definitely filling a void",293
148,in the rural South.,293
148,JACK,294
148,Why do people think I'm you?,294
148,TYLER,295
148,You broke your promise. You talked,295
148,to her about me.,295
148,JACK,296
148,Why do people think I'm Tyler Durden?,296
148,TYLER,297
148,Why did you do that?,297
148,JACK,298
148,"Answer me, Tyler.",298
148,TYLER,299
148,Why do people think anything?,299
148,JACK,300
148,I don't know! Tell me!,300
148,"Tyler shakes his head in disgust, extremely irritated.",300
148,TYLER,301
148,"People think that you're me, because",301
148,you and I happen to share the same,301
148,body.,301
148,JACK,302
148,What... ?,302
148,TYLER,303
148,Is this really news to you?,303
148,JACK,304
148,What are you talking about... ?,304
148,TYLER,305
148,"Sometimes I control it, and you",305
148,imagine yourself watching me...,305
148,FLASHBACK - HALLWAY - NIGHT,305
148,"Commissioner Jacobs checks his tie in a mirror, goes to open",305
148,the door of the MEN'S BATHROOM -- face to face with JACK.,305
148,FLASHBACK - LOU'S BAR BASEMENT - NIGHT,305
148,"JACK stands surrounded by eager fight club MEMBERS, under",305
148,"the bare bulb, talking and behaving like Tyler...",305
148,JACK,306
148,The first rule of fight club is --,306
148,you don't talk about fight club.,306
160,INT. TYLER'S ROOM,307
160,"Jack sits by the PHONE, pulls out the HOTEL BILL, runs his",307
160,finger up and down the list of PHONE NUMBERS...,307
160,JACK (V.O.),308
160,"Deja vu, all over again...",308
160,"Jack finger stops on a NUMBER. He dials, phone to his ear.",308
160,VOICE,309
160,(from phone),309
160,Eighteen-eighty-eight.,309
160,"Jack sees a file on the wall: ""1888 CENTURY PARK EAST.""",309
160,JACK,310
160,Who is this?,310
160,VOICE,311
160,Maintenance.,311
160,JACK,312
160,"Listen, something is going to happen,",312
160,something terrible...,312
160,VOICE,313
160,"Very good, Sir.",313
160,JACK,314
160,Excuse me?,314
160,VOICE,315
160,"Don't worry about us, sir. We're",315
160,solid.,315
160,JACK,316
160,"Now wait, there's been a mix-up.",316
160,Everything's changed...,316
160,VOICE,317
160,You told me you'd say that.,317
160,JACK,318
160,Abort the plan.,318
160,VOICE,319
160,"You told me you'd say that, too.",319
160,JACK,320
160,Did I tell you I'd call you a fascist,320
160,dickhead?!,320
160,VOICE,321
160,"Well, sir, you said you might.",321
160,"Jack HANGS UP, desperately dials the next number on the bill.",321
160,DIFFERENT VOICE,321
160,(front phone),321
160,Twenty-one-sixty. Maintenance.,321
160,"Jack sees a file: ""2160 PICO BOULEVARD."" He throws the",321
160,"phone, pocketing the bill. He grabs up all the FILES.",321
160,EXT. MARLA'S HOTEL - SUNSET,321
160,"Jack's TAXI halts. Marla walks out of the lobby doors, sees",321
160,"Jack getting out of the cab, laden with files...",321
160,JACK,322
160,Marla!,322
160,"Marla makes a sharp turn, walking away. Jack follows,",322
160,"hugging the files to his chest, catching up.",322
160,JACK,323
160,Marla...,323
160,MARLA,324
160,"Your whacked-out, bald freaks hit me",324
160,with a fucking broom. I thought they,324
160,were going to break my arm.,324
160,JACK,325
160,"I'm sorry, I...",325
160,MARLA,326
160,The were burning their fingertips,326
160,with lye. The stink was unbelievable.,326
160,JACK,327
160,Marla... I need to talk to you. It's,327
160,going to take a tremendous act of,327
160,faith on your part for you to hear me,327
160,out.,327
160,MARLA,328
160,Here comes an avalanche of bullshit.,328
160,Marla heads into a DINER. Jack follows...,328
160,JACK,329
160,-- A little more faith than that.,329
161,INT. DINER - MOMENTS LATER,330
161,Marla sits in a BOOTH. Jack sits across from her.,330
161,MARLA,331
161,I don't want to hear anything you've,331
161,got to say.,331
161,JACK,332
161,"Give me a minute, Marla, alright...",332
161,just sixty seconds.,332
161,MARLA,333
161,"Sixty seconds, then I'm out of here.",333
161,JACK,334
161,"Absolutely, you have every right. I",334
161,need you to do me a favor.,334
161,MARLA,335
161,I've done you enough favors.,335
161,A WAITER with a BLACK EYE appears at the table.,335
161,WAITER,336
161,Sir! Anything you order is free of,336
161,"charge, sir.",336
161,MARLA,337
161,Why is it free of charge?,337
161,JACK,338
161,Because... I'm Tyler Durden.,338
161,MARLA,339
161,"Then, I'll have the clam chowder...",339
161,fried chicken and a baked potato with,339
161,everything and a chocolate chiffon,339
161,pie.,339
161,Jack look to the pass-through WINDOW into the kitchen where,339
161,THREE COOKS look out with STITCHES in their faces.,339
161,JACK,340
161,"Clean food, please.",340
161,WAITER,341
161,"In that case, sir, may I advise",341
161,against the lady eating the clam,341
161,chowder?,341
161,JACK,342
161,"Thanks, no clam chowder. That's it.",342
161,The waiter snaps to attention and leaves.,342
161,MARLA,343
161,You got about thirty seconds.,343
161,JACK,344
161,(takes a deep breath),344
161,I know that I've been... unwell. I,344
161,know it's been like there's two sides,344
161,to me.,344
161,MARLA,345
161,Two sides? You're Dr. Jeckle and Mr.,345
161,Jackass.,345
161,JACK,346
161,"I deserve that. Anyway, I've... I've",346
161,only just realized,346
161,MARLA,347
161,What?,347
161,JACK,348
161,"I mean, the depth and breadth of our",348
161,relationship has only recently been,348
161,illuminated for me. I know this...,348
161,I know us hasn't been such a great,348
161,thing for you...,348
161,MARLA,349
161,Whatever.,349
161,(to waiter),349
161,I'll take my food to go...,349
161,"Marla's getting up to go, but Jack rises, fed up, takes her",349
161,"by the arm, putting her back in her seat.",349
161,JACK,350
161,Sit down! Sit down and give me my,350
161,last fifteen seconds without opening,350
161,your mouth!,350
161,Marla crosses her arms. Jack collects himself.,350
161,JACK,351
161,I'm trying to tell you -- and this is,351
161,"where you have to trust me -- but, I",351
161,think your life might be in real,351
161,danger.,351
161,MARLA,352
161,What?,352
161,JACK,353
161,You have to get out of here. Leave,353
161,as soon as possible. Go to any rural,353
161,"town, away from any major city...",353
161,MARLA,354
161,You are an insane person.,354
161,JACK,355
161,Marla...,355
161,MARLA,356
161,"No, no, shut up! I've had enough.",356
161,"I tried, Tyler... I have tried...",356
161,"Marla's getting upset, tears coming to her eyes.",356
161,MARLA,357
161,"There's a part of you I really like,",357
161,but I can't do this anymore. I just,357
161,can't. This is killing me...,357
161,JACK,358
161,"I'm sorry, but I...",358
161,MARLA,359
161,What?! You're sorry? I don't,359
161,believe that for a minute.,359
161,"Marla gets up. Jack grabs for her, but she's gone, heading",359
161,"for the door. Jack gathers his files, runs to follow...",359
161,EXT. DINER - MOMESTS LATER,359
161,"Jack pushes out the door, files under one arm, catching up...",359
161,JACK,360
161,I can't explain. You wouldn't,360
161,believe me anyway. I'm trying to,360
161,protect you...,360
161,"Jack grabs her arm, tries to hail a TAXI, but the taxi races",360
161,"past. Marla pulls free, screaming at him...,",360
161,MARLA,361
161,Let go of me!,361
161,JACK,362
161,"Do this for me, Marla. Do this for",362
161,"me, if you never do anything else...",362
161,Jack spots a BUS idling further up the street.,362
161,MARLA,363
161,Leave me alone! I don't ever want to,363
161,see you again!,363
161,JACK,364
161,"Okay, if that's what it takes, you'll",364
161,never have to see me again.,364
161,(digs in his pocket),364
161,Here... here...,364
161,"He pulls MONEY from his pocket, holding it out.",364
161,JACK,365
161,"Take this money, get on this bus...",365
161,(pointing to bus),365
161,"Get on, and I promise you, I'll never",365
161,"bother you again, if that's what you",365
161,want. Please...,365
161,"Marla looks at Jack, numb.",365
161,MARLA,366
161,Tyler...,366
161,JACK,367
161,I'm begging you. Get on the bus.,367
161,Get on the bus.,367
161,"Marla takes the money from Tyler, walks towards the bus. As",367
161,"they approach it, Jack shields his eyes, afraid to look...",367
161,MARLA,368
161,Why are you doing this?,368
161,JACK,369
161,I can't let myself see where you're,369
161,"going. Go wherever it takes you,",369
161,remember... keep away from major,369
161,cities...,369
161,"Marla stands at the doors of the bus, heartbroken, gives one",369
161,last look at Jack.,369
161,MARLA,370
161,(holds up the money),370
161,I'm not paying this back. I consider,370
161,"it ""asshole tax.""",370
161,JACK,371
161,"Yes, fine. Just, get on. Stay away",371
161,"a couple of weeks, at least.",371
161,Jack's still covering his eyes. Marla gets on the bus.,371
161,MARLA,372
161,Tyler...,372
161,Jack finally looks to her.,372
161,MARLA,373
161,You are the worst thing that ever,373
161,happened to me.,373
161,"DOORS HISS SHUT. The BUS LEAVES, heading away. Jack seems",373
161,"relieved. Then, a SCREAM is HEARD from MARLA...",373
161,"Jack turns, looks... THROUGH THE BUS WINDOWS: the bus is",373
161,filled with BALD MEN IN BLACK: Space Monkeys.,373
161,Jack SPRINTS after the bus...,373
161,"The bus speeds away. Onboard, Space Monkeys subdue Marla.",373
161,"Jack falls to the asphalt, rolls, files-flying.",373
161,JACK,374
161,Son of a bitch!,374
166,INT. TOP-LEVEL PARKING AREA - SEVENTH FLOOR,375
166,"Jack enters, heaving. Again, NO CARS. He moves from one",375
166,"SUPPORT POST to another, searching. He finally spies,",375
166,"across the garage, NINE LARGE CANISTERS, heavily-WIRED.",375
166,"Jack runs to the BOMB, frantic. He walks around it.",375
166,"There's a DIGITAL CLOCK, ticking down from ""10:05""...",375
166,"Jack moves to pull the lid off one CANISTER, looks inside..",375
166,TYLER,376
166,Could be worse...,376
166,"Jack looks -- Tyler's seated, his back against one post.",376
166,TYLER,377
166,You could be standing under 37,377
166,stories of steel and concrete with a,377
166,150 gallons of nitroglycerin strapped,377
166,"to the support... oh, maybe it",377
166,couldn't be...,377
166,JACK,378
166,(points at bomb),378
166,You... you can't be serious about,378
166,this.,378
166,TYLER,379
166,What a ridiculous thing to say.,379
166,JACK,380
166,I can't let you...,380
166,TYLER,381
166,...go through with this?,381
166,What are you going to do?,381
166,JACK,382
166,I'm going to...,382
166,TYLER,383
166,...stop me?,383
166,JACK,384
166,I'm not going...,384
166,TYLER,385
166,...to let this happen!,385
166,JACK,386
166,Stop finishing...,386
166,TYLER,387
166,...your sentences! They're,387
166,our sentences. Get your mind around,387
166,that.,387
166,Tyler gets up walks to Jack.,387
166,TYLER,388
166,What are you doing running through,388
166,the streets in your underpants? We,388
166,both use that body.,388
166,JACK,389
166,Since when is Project Mayhem about,389
166,murder?,389
166,TYLER,390
166,The buildings were evacuated thirty,390
166,minutes ago. Everything's proceeding,390
166,exactly as planned.,390
166,JACK,391
166,You don't know that. There could,391
166,still be people inside.,391
166,"Tyler keeps walking around, crosses his arms.",391
166,TYLER,392
166,Maybe. Maybe a couple of guys with,392
166,shaved heads couldn't synchronize,392
166,their watches. Good riddance.,392
166,"Jack looks back to the BOMB, goes to it, wipes sweat off his",392
166,"face. He starts finger the MANY WIRES, sorting them.",392
166,TYLER,393
166,I wouldn't be doing that. Unless you,393
166,"know which wires, in what order...",393
166,JACK,394
166,"If you know, I know.",394
166,"Jack holds his gun under one armpit, uses both hands to go",394
166,through the tangle of colored wires.,394
166,TYLER,395
166,"Or... maybe I knew you'd know, so I",395
166,spent the whole day thinking about,395
166,the wrong ones.,395
166,"Jack chooses one wire, GREEN, holds it in his fingers.",395
166,JACK,396
166,"If I'm wrong, we're both dead..",396
166,TYLER,397
166,This is not about martyrdom.,397
166,Jack twists the GREEN WIRE around his finger.,397
166,JACK,398
166,I'm pulling the green wire.,398
166,TYLER,399
166,Green? Did you say green?,399
166,"Tyler comes a little closer, leaning to try to get a look,",399
166,seems genuinely concerned.,399
166,JACK,400
166,Yes...,400
166,TYLER,401
166,Don't pull the green wire. Pull,401
166,anything but the green wire.,401
166,JACK,402
166,Fuck you.,402
166,TYLER,403
166,I'm serious. That's the wrong one.,403
166,"Jack's unsure, swallowing, pulling the wire taunt, fingers",403
166,trembling. The SOUND of a VEHICLE is HEARD from below...,403
166,TYLER,404
166,Hear that? Marla's here. Just in,404
166,"the nick of time, eh?",404
166,Jack looks to Tyler. Tyler points towards the SOUND...,404
166,TYLER,405
166,See for yourself.,405
166,"Jack releases the wire, walks to a RAILING, gun in hand,",405
166,keeps an eye on Tyler. Jack looks over the railing...,405
166,"BELOW, a BUS idles. The doors open and MARLA'S dragged out,",405
166,"kicking and screaming, carried by SIX SPACE MONKEYS...",405
166,MARLA,406
166,You motherfuckers...,406
166,They carry Marla into the BUILDING'S ENTRANCE.,406
166,"Jack leans against the railing, exhausted.",406
166,TYLER,407
166,I've got everything. The bombs. The,407
166,army. I've got Marla.,407
166,JACK,408
166,"Bob is dead, Tyler. The police blew",408
166,a hole in his head. Was that part of,408
166,your plan?,408
166,"Tyler thinks, shrugs.",408
166,TYLER,409
166,Bob was a grown man. In any great,409
166,"struggle, there will be casualties.",409
166,Wouldn't that be implicit in the,409
166,"name? Project ""Mayhem.""",409
166,JACK,410
166,Fuck your struggle. I want out.,410
166,TYLER,411
166,You want out?,411
166,JACK,412
166,I quit.,412
166,TYLER,413
166,"Not an option, for the most obvious",413
166,of reasons. You need to get with the,413
166,program.,413
166,(looks at his watch),413
166,Seven minutes. Let's get out of here.,413
166,Tyler's walks away. Jack looks at the gun in his hand. He,413
166,points the gun at Tyler...,413
166,JACK,414
166,Tyler...,414
166,TYLER,415
166,(still walking away),415
166,What?,415
166,JACK,416
166,(COCKS the gun),416
166,Defuse the bomb.,416
166,Tyler stops walking.,416
166,TYLER,417
166,Ask me nicely.,417
166,JACK,418
166,"Defuse the bomb, please.",418
166,TYLER,419
166,Defuse the bomb?,419
166,JACK,420
166,Yes.,420
166,Tyler strides towards the BOMB. Jack trains the gun...,420
166,JACK,421
166,Please.,421
166,"Tyler looks at the BOMB, reaches over to it. He grips the",421
166,"GREEN WIRE, yanks it out -- the CLOCK STOPS.",421
166,Jack lowers his gun.,421
166,TYLER,422
166,I did that for you. As a gesture.,422
166,"Now, how fast can you run? There are",422
166,"ten other bombs, in ten other",422
166,buildings in the immediate area. If,422
166,"you're going to get them all, you",422
166,better get cracking.,422
166,(looks at watch),422
166,"Six minutes. Green wires, remember.",422
166,I'll be upstairs.,422
166,"Jack's stunned. Tyler walks across the parking garage, past",422
166,"Jack, heading for the STAIRS.",422
166,"Jack aims the gun at Tyler's back, FIRES!",422
166,"Tyler ducks to one side, impossibly quick, avoiding...",422
166,Tyler spins to face Jack.,422
166,TYLER,423
166,Whoa! What was that all about?,423
166,Jack aims... FIRES!,423
166,Tyler DODGES behind a post as the BULLET THROWS CONCRETE.,423
166,"Jack edges forward, gun held in both hands, moves around the",423
166,"post... Tyler is NOT THERE. Jack turns, takes slow steps,",423
166,moving the gun from side to side...,423
166,"Suddenly, a FIST ENTERS FRAME -- SLUGS Jack's face.",423
166,Jack falls. The gun goes CLATTERING across the floor...,423
166,"Jack turns, looking... Tyler's GONE. Jack looks to the gun,",423
166,"scrambles to his feet, running to pick up the gun...",423
166,"Tyler KICKS Jack in the chest, sends Jack sprawling.",423
166,"Jack rolls, holding his chest. He looks up, sees Tyler run",423
166,into the STAIRWELL. Jack grabs the gun and follows...,423
173,INT. LARGE SOCIAL ROOM - TOP FLOOR,424
173,CLOSE ON: Jack's head jerks back as he SNAPS AWAKE. He,424
173,"looks around, trying to focus his eyes...",424
173,"JACK'S P.O.V. -- TRACKS in the sawdust of the floor, from",424
173,where his body was dragged across to where he is how.,424
173,CLOSE ON: Jack tries to comprehend. He turns his head --,424
173,"TYLER'S HAND brings the GUN up, PUTS THE GUN IN JACK'S",424
173,"MOUTH. Jack freezes, looks around with his eyes...",424
173,PULL BACK TO:,424
173,Tyler is seated in Jack's lap. Tyler holds the gun in,424
173,"Jack's mouth, his arm around him. This huge room is being",424
173,remodeled. Tyler and Jack are seated near floor-to-ceiling,424
173,windows affording a spectacular view of the CITY.,424
173,Tyler looks at his watch.,424
173,TYLER,425
173,One minute.,425
173,JACK (V.O.),426
173,I think this is about where we came,426
173,in.,426
173,TYLER,427
173,(looking out window),427
173,This is the beginning. We're at,427
173,ground zero. Maybe you should say a,427
173,"few words, to mark the occasion.",427
173,JACK,428
173,i... ann....iinn.. ff....nnyin...,428
173,Jack tongues the barrel to the side of his mouth.,428
173,JACK,429
173,(still distorted),429
173,I still can't think of anything.,429
173,Tyler checks his watch.,429
173,TYLER,430
173,It's getting exciting now.,430
173,"Jack turns, so he can see down -- 31 STORIES.",430
173,TYLER,431
173,Look what we've accomplished.,431
173,(checks watch),431
173,Thirty seconds.,431
173,(looks out windows),431
173,"Out these windows, we will view the",431
173,economic collapse. One step closer,431
173,to global equilibrium. I'm glad,431
173,you're here with me.,431
173,"Tyler watches the skyline, WHISTLES at tune, waiting.",431
173,JACK,432
173,(distorted),432
173,Can't you call it off... ?,432
173,TYLER,433
173,It's out of our hands.,433
173,(looks at watch),433
173,This is it.,433
173,JACK,434
173,Please...,434
173,TYLER,435
173,Fifteen seconds now. Can you see,435
173,alright? 10... 9... 8....,435
173,"Tyler looks out the windows, at SURROUNDING BUILDINGS,",435
173,"excited. Jack closes his eyes, despairing.",435
173,TYLER,436
173,5... 4... 3... 2...,436
173,"Out the window, the SKYLINE remains unchanged. Nothing. A",436
173,long beat. A very dark scowl comes over Tyler's face.,436
173,Jack opens his eyes. More waiting. Tyler looks genuinely,436
173,"surprised, pissed-off.",436
173,TYLER,437
173,What the fuck -- ?,437
173,JACK,438
173,Paraffin.,438
173,TYLER,439
173,What?,439
173,JACK,440
173,(relieved),440
173,Paraffin. Your merry band mixed the,440
173,nitro with paraffin. I saw it,440
173,floating in the bomb.,440
173,(more),440
173,JACK (cont),440
173,They must've run out of cotton and,440
173,Epsom salt. Paraffin is iffy at best.,440
173,"Tyler rises, taking the gun from Jack's mouth, starts",440
173,"pacing. Jack rubs his sore jowls, allows himself a smile.",440
173,TYLER,441
173,Damn it! God-damn it...,441
173,JACK,442
173,Not exactly according to plan.,442
173,TYLER,443
173,Do we have to do everything,443
173,ourselves?!,443
173,"Tyler stops walking, lets out a sigh of disgust. He reaches",443
173,"into his pocket, taking out a WALKIE TALKIE.",443
173,TYLER,444
173,(into WALKIE TALKIE),444
173,... Codename Rooster. Passcode First,444
173,Strike...,444
173,Jack's eyes go wide.,444
173,JACK,445
173,NO...,445
173,TYLER,446
173,(into WALKIE TALKIE),446
173,Proceed with remote detonation.,446
173,Jack leaps -- TACKLES Tyler. The GUN is knocked away. Jack,446
173,"STRIKES Tyler's face repeatedly with his elbow, scrambles",446
173,off...,446
173,"Jack gets the gun, turns, pointing it. Tyler's getting to",446
173,"his feet, sees the gun, annoyed. Jack stands.",446
173,TYLER,447
173,Haven't we already done this?,447
173,Jack SHOOTS TWICE. Bullets pass right thorough Tyler.,447
173,"Tyler just rolls his eyes, drops the walkie-talkie to the",447
173,"floor and STOMPS on it, CRUSHING it.",447
173,JACK,448
173,(pointing),448
173,How'd you do that?! You're a fucking,448
173,figment of my imagination... you're,448
173,psychogenic fugue state...,448
173,TYLER,449
173,"Fuck that, maybe you're my",449
173,hallucination.,449
173,"Jack falters, pointing at Tyler's feet. There's no walkie-",449
173,"talkie there. Jack looks down, sees the WALKIE-TALKIE",449
173,CRUSHED under his own foot.,449
173,JACK,450
173,Oh... Christ...,450
173,"Jack holds his head, walks around, at his wit's end.",450
173,JACK,451
173,Why... why... why... ?,451
173,TYLER,452
173,Why what?,452
173,JACK,453
173,Why can't I get rid of you? Why,453
173,can't I just wish you away?,453
173,TYLER,454
173,You need me.,454
173,JACK,455
173,"No, no, I don't.",455
173,(pause),455
173,"I thank you, I really do. Thank you,",455
173,but I don't need you anymore.,455
173,TYLER,456
173,"Look, I can be selfish, I know that.",456
173,(pause),456
173,I'm not blind to my own failings...,456
173,JACK,457
173,"Noooo, please...",457
173,"Jack backs up against a window, numb and weary.",457
173,TYLER,458
173,"From now on, we'll share Marla.",458
173,We've been spending too much time,458
173,apart...,458
173,JACK,459
173,"... no, no, no...",459
173,TYLER,460
173,No more running off without you.,460
173,"From here on out, we do it together.",460
173,JACK,461
173,Why are you doing this?!,461
173,TYLER,462
173,I'm doing this for us.,462
173,JACK,463
173,Please understand... I've gotten all,463
173,"I can from this, Tyler.",463
173,TYLER,464
173,(sullen),464
173,"If I leave, you will be right back",464
173,where I found you...,464
173,JACK,465
173,"I swear on my life, I won't...",465
173,TYLER,466
173,You will. You know you will.,466
173,"Jack stares at Tyler, tears welling up, hangs his head. He",466
173,looks at the gun in his hand...,466
173,TYLER,467
173,Can you live with that?,467
173,Jack stares at the gun a long time... then...,467
173,"Jack brings the gun up, PUTS THE GUN IN HIS MOUTH.",467
173,Tyler cocks his head.,467
173,TYLER,468
173,What are you doing?,468
173,JACK,469
173,What have you left for me?,469
173,TYLER,470
173,Why do you want to do that? Why do,470
173,you want to put that gun in your,470
173,mouth?,470
173,JACK,471
173,Not my mouth. Our mouth.,471
173,Tyler is calm.,471
173,TYLER,472
173,This is interesting.,472
173,"Tyler smiles in appreciation, slowly walks forward, stands",472
173,very close to Jack.,472
173,TYLER,473
173,"Why are you going with this, Ikea-",473
173,boy?,473
173,JACK,474
173,It's the only way to get rid of you...,474
173,Jack COCKS the hammer on the gun.,474
173,TYLER,475
173,I can see you feel very strongly. I,475
173,feel strongly too.,475
173,(pause),475
173,"Hey, you and me.",475
173,(pause),475
173,Friends again?,475
173,"Their eyes are locked, unblinking. Long silence.",475
173,JACK,476
173,Do something for me.,476
173,TYLER,477
173,What?,477
173,JACK,478
173,Appreciate something.,478
173,TYLER,479
173,What?,479
173,JACK,480
173,Look at me...,480
173,TYLER,481
173,What?,481
173,JACK,482
173,My eyes are open.,482
173,EXTREME SLOW MOTION:,482
173,Jack's finger squeezes the trigger...,482
173,KABLAM! -- Jack's cheeks INFLATE with gas. His eyes bulge.,482
173,BLOOD flies out from his head. The WINDOW behind him,482
173,SHATTERS. SMOKE wafts out of his mouth and tear ducts.,482
173,RESUME NORMAL SPEED as the GLASS FALLS behind Jack...,482
173,"Tyler stands, in gunsmoke, eyes glazed, sniffs the air...",482
173,TYLER,483
173,What's that smell... ?,483
173,Jack slumps to the floor... Tyler falls...,483
173,Tyler hits the ground. The back of TYLER'S HEAD is BLOWN,483
173,"OPEN, revealing blood, skull and brain.",483
173,"Suddenly, a GROUP of SPACE MONKEYS burst into the room,",483
173,moving forward to Jack. TYLER'S BODY IS GONE.,483
173,TALL SPACE MONKEY,483
173,"Are you all right, sir... ?!",483
173,"Jack quakes, holding the side of his head; a ragged hole",483
173,"blown in his CHEEK. He's bleeding hard, but he's alive.",483
173,JACK,484
173,I'm okay...,484
173,"Jack looks to the Space Monkeys, trying to get his eyes to",484
173,see. TWO SPACE MONKEYS enter with Marla. One holds a gun,484
173,to Marla as she struggles.,484
173,SHORT SPACE MONKEY,484
173,"Are you sure? You look terrible,",484
173,sir! What's happened?,484
173,JACK,485
173,Everything's fine.,485
173,ANOTHER SPACE MONKEY,485
173,"Sir, you look really awful! Do you",485
173,need medical assistance?,485
173,"Jack sees Marla, tries to get to his feet, falls...",485
173,JACK,486
173,Bring the girl to me. The rest of,486
173,you get out. Now!,486
173,"The Monkeys bring Marla, releasing her, saluting.",486
173,MARLA,487
173,What happened... ?,487
173,JACK,488
173,Don't ask.,488
173,"Marla crouches, takes out wadded TISSUES and tries to apply.",488
173,"them to Jack's wound. Space Monkeys are leaving, hesitantly.",488
173,JACK,489
173,Get to the rendezvous point. Move it!,489
173,Jack and Marla are left alone.,489
173,MARLA,490
173,"My God, you're shot...",490
173,JACK,491
173,Yes.,491
173,Jack tries to got up. Marla helps him.,491
173,MARLA,492
173,Who did this to you?,492
173,JACK,493
173,"I did, I think. But, I'm okay... I'm",493
173,fine...,493
173,MASSIVE EXPLOSION... the glass walls rattle...,493
173,Jack and Marla look -- OUT THE WINDOWS: a BUILDING EXPLODES;,493
173,"collapsing upon itself. Then, ANOTHER BUILDING IMPLODES",493
173,into a massive cloud of dust. Jack and Marla are,493
173,"silhouetted against the SKYLINE. Jack looks to Marla,",493
173,reaches to take her hand.,493
173,JACK,494
173,I'm sorry... you met me at a very,494
173,strange time in my life.,494
173,Marla looks at him. ANOTHER BUILDING IMPLODES and COLLAPSES,494
173,inward... and ANOTHER BUILDING... and ANOTHER...,494
173,"The FILM SLOWS, then ADVANCES ONE FRAME at a TIME -- SHOWING",494
173,SPROCKET HOLES on the SIDES. EACH FRAME is an IMPLODING,494
173,"BUILDING -- then, ONE FRAME IS A PENIS. Then, the IMPLODING",494
173,"BUILDING again. SPEED UP the frames, LOSE the sprocket",494
173,"holes, RESUME NORMAL SPEED...",494
173,FADE TO BLACK:,494
173,end,494
173,--------------------------------------------------------------,494
173,Fight Club,494
173,Writers : Jim Uhls,494
